Signal_Date,Entry_Date,Exit_Date,Holding_Days_Target,Holding_Days_Actual,Pair,Strategy,Directional_Bias,Spread_Name,Direction,Contracts,Signal_ZScore,Entry_ZScore,Exit_ZScore,Z_Change,PnL,Source_File,Equity_Curve,Running_Max,Drawdown
2025-11-03,2025-11-03,2025-12-03,30,30,BZ_GC,Bear_Call_Spread,Long GLD / Short BNO,GLD_BNO_Spread_Norm,1,1.0,2.616988612053661,1.60529945543454,2.4603988944970077,0.8550994390624678,85.50994390624678,journal_bz_gc.csv,85.50994390624678,85.50994390624678,0.0
2025-11-03,2025-11-03,2025-12-03,30,30,CHF_EUR,Iron_Condor,FXE (via Short EUR),CHF_EUR_Spread_Norm,-1,1.0,0.8434458090616115,0.08933035004086792,-0.3830404875442974,-0.47237083758516535,47.23708375851653,journal_chf_eur.csv,132.74702766476332,132.74702766476332,0.0
2025-11-03,2025-11-03,2025-12-03,30,30,CHF_GC,Calendar_Spread,Long GLD / Short FXF,CHF_GLD_Spread_Norm,-1,1.0,-1.1500158524548798,-1.9336667908977057,-1.4655583230466036,0.46810846785110205,-46.81084678511021,journal_chf_gc.csv,85.93618087965311,132.74702766476332,-46.810846785110215
2025-11-03,2025-11-03,2025-12-03,30,30,ZB_GC,Bull_Put_Spread,GLD,GLD_TLT_Spread_Norm,1,1.0,3.8008894300371567,0.3293388386390086,0.7885411453972009,0.4592023067581923,45.92023067581923,journal_zb_gc.csv,131.85641155547233,132.74702766476332,-0.8906161092909883
