Pair,Trades,Total_PnL,Avg_PnL,Win_Rate,Avg_Z_Change,Avg_Contracts
BZ_GC,1,85.50994390624678,85.50994390624678,100.0,0.8550994390624678,1.0
CHF_EUR,1,47.23708375851653,47.23708375851653,100.0,-0.47237083758516535,1.0
ZB_GC,1,45.92023067581923,45.92023067581923,100.0,0.4592023067581923,1.0
CHF_GC,1,-46.81084678511021,-46.81084678511021,0.0,0.46810846785110205,1.0
